place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,1,1.0,1.0,1.0,70.0,23,10,3,94,94069,1,1,0.0,2.0,48.81657,2.44498,6,2,2
1,1,1,2.0,2021,24.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,12,10,2,63,63113,2,1,0.0,3.0,45.77129,3.12746,18,2,2
1,1,1,2.0,2021,53.0,1.0,0.0,1.0,4,1.0,2.0,1.0,30.0,21,11,5,75,75114,2,1,0.0,7.0,48.841773,2.325315,17,1,1
2,2,1,2.0,2021,27.0,1.0,2.0,1.0,4,1.0,1.0,1.0,30.0,17,10,1,75,75118,2,4,0.0,2.0,48.885811,2.326377,13,3,2
1,1,2,1.0,2021,27.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,6,9,1,93,93010,1,1,0.0,3.0,48.91546,2.47764,9,2,2
1,1,2,2.0,2021,51.0,1.0,9.0,5.0,3,2.0,1.0,5.0,15.0,6,5,1,6,6161,2,1,0.0,1.0,43.640179,7.140244,14,2,2
1,1,2,1.0,2021,21.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,14,11,5,33,33162,2,2,1.0,1.0,44.8771471987,-0.6424606859,18,5,2
1,1,1,1.0,2021,45.0,2.0,0.0,1.0,2,2.0,1.0,3.0,70.0,21,1,3,986,98613,2,1,0.0,1.0,-13.2884323098,-176.1826668978,20,1,1
2,2,1,2.0,2021,20.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,2,6,2,69,69386,2,1,0.0,3.0,45.76912,4.84815,20,3,2
10,3,2,0.0,2021,14.0,2.0,1.0,1.0,7,1.0,1.0,5.0,50.0,29,3,1,38,38158,2,6,1.0,6.0,45.14844,5.73556,9,2,1
1,1,2,2.0,2021,46.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,20,8,1,27,27355,2,3,0.0,3.0,48.883189,1.458778,17,3,2
2,2,2,1.0,2021,39.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,1,11,3,13,13023,1,1,0.0,6.0,43.20987,5.62421,3,2,1
1,1,2,2.0,2021,26.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,1,3,5,38,38544,2,1,0.0,3.0,45.51306,4.86572,19,2,2
1,1,2,1.0,2021,54.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,5,5,1,33,33003,2,3,0.0,1.0,44.93293,-0.504904,7,2,2
2,2,1,1.0,2021,56.0,2.0,2.0,1.0,4,1.0,1.0,1.0,70.0,13,8,1,75,75112,2,4,0.0,5.0,48.828999,2.400134,14,8,5
10,3,2,0.0,2021,57.0,5.0,1.0,1.0,4,3.0,1.0,1.0,50.0,24,3,1,75,75116,2,2,0.0,6.0,48.867625,2.277017,8,2,1
1,1,2,1.0,2021,22.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,19,6,1,75,75117,2,3,0.0,3.0,48.897484,2.327764,9,2,2
1,1,1,2.0,2021,29.0,1.0,2.0,1.0,3,2.0,1.0,1.0,70.0,13,12,3,87,87201,1,1,0.0,3.0,45.859823,1.140186,19,2,2
1,1,1,8.0,2021,23.0,2.0,0.0,1.0,3,2.0,1.0,1.0,70.0,29,10,5,49,49055,2,1,0.0,7.0,47.51555,-0.56959,2,1,1
1,1,1,1.0,2021,51.0,5.0,2.0,1.0,4,2.0,1.0,1.0,50.0,24,3,1,67,67218,2,1,0.0,3.0,48.53618,7.7324,10,2,2
10,3,1,0.0,2021,81.0,5.0,1.0,1.0,3,3.0,1.0,1.0,50.0,6,11,2,93,93046,2,9,0.0,3.0,48.922359,2.54333,7,2,1
1,1,2,1.0,2021,27.0,2.0,0.0,1.0,4,2.0,1.0,1.0,30.0,9,10,5,27,27229,2,1,0.0,6.0,49.02445,1.15119,22,1,1
1,1,1,2.0,2021,49.0,1.0,2.0,1.0,4,1.0,1.0,1.0,70.0,10,6,1,75,75116,2,1,0.0,2.0,48.864978,2.267427,13,2,2
1,1,1,8.0,2021,18.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,30,3,1,27,27229,2,2,1.0,1.0,49.02245,1.15092,17,2,2
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,2.0,1.0,6.0,30.0,21,12,1,75,75115,2,2,0.0,3.0,48.840403,2.304258,15,2,2
1,1,1,2.0,2021,47.0,1.0,0.0,1.0,4,2.0,2.0,3.0,50.0,27,12,1,64,64252,2,1,0.0,6.0,43.160224,-0.600212,11,1,1
1,1,1,2.0,2021,22.0,1.0,0.0,5.0,4,2.0,1.0,6.0,50.0,10,5,1,75,75106,2,1,0.0,6.0,48.844309,2.322543,12,1,1
1,1,1,1.0,2021,36.0,2.0,0.0,1.0,1,2.0,2.0,1.0,110.0,4,9,1,78,78007,1,1,1.0,6.0,48.901159,2.005081,19,1,1
3,2,1,1.0,2021,19.0,2.0,0.0,1.0,4,2.0,2.0,1.0,80.0,28,11,3,87,87065,1,1,1.0,6.0,45.81022,1.31282,0,3,1
1,1,1,8.0,2021,21.0,1.0,0.0,2.0,4,2.0,1.0,1.0,30.0,14,8,1,44,44109,2,2,0.0,3.0,47.20847,-1.57404,18,2,2
1,1,2,1.0,2021,50.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,16,3,1,87,87114,2,2,0.0,3.0,45.82951,1.31316,18,2,2
1,1,1,8.0,2021,67.0,2.0,0.0,2.0,4,2.0,1.0,4.0,50.0,1,1,1,95,95277,2,1,0.0,6.0,48.97633,2.49919,12,1,1
1,1,1,1.0,2021,32.0,2.0,2.0,1.0,7,2.0,1.0,1.0,70.0,8,6,1,67,67519,1,6,0.0,5.0,48.668841,7.797858,17,5,3
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,8,4,5,26,26058,2,6,0.0,3.0,44.94106,4.8937,22,2,2
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,3,2.0,1.0,1.0,30.0,26,3,2,92,92040,2,1,0.0,3.0,48.81686,2.26051,18,2,2
2,2,1,1.0,2021,21.0,2.0,0.0,1.0,7,2.0,1.0,1.0,50.0,6,11,3,13,13001,2,1,0.0,7.0,43.48310585,5.4157390101,23,2,1
10,3,1,0.0,2021,52.0,2.0,1.0,1.0,4,2.0,2.0,1.0,30.0,23,8,1,67,67482,2,1,1.0,6.0,48.59403,7.72015,11,2,1
10,3,2,0.0,2021,75.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,5,1,1,35,35223,2,1,0.0,6.0,47.999937,-2.102459,15,2,1
1,1,1,2.0,2021,26.0,1.0,0.0,1.0,3,2.0,1.0,3.0,90.0,20,11,1,5,5061,1,1,0.0,6.0,44.59319,6.09076,16,1,1
1,1,2,0.0,2021,34.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,28,5,1,69,69387,2,3,0.0,3.0,45.75298,4.83783,19,2,2
2,2,2,1.0,2021,20.0,2.0,2.0,1.0,1,1.0,1.0,1.0,110.0,13,9,1,33,33122,1,1,0.0,2.0,44.743325,-0.706232,17,3,2
1,1,2,1.0,2021,25.0,2.0,2.0,1.0,2,3.0,2.0,1.0,110.0,12,1,1,91,91553,1,9,1.0,3.0,48.63152,2.50189,8,2,2
1,1,1,2.0,2021,45.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,4,9,3,76,76734,1,1,0.0,6.0,49.614005,0.287983,22,2,1
1,1,2,2.0,2021,48.0,1.0,2.0,1.0,4,2.0,2.0,1.0,50.0,2,1,1,13,13208,2,1,1.0,3.0,43.27899,5.380154,9,2,2
1,1,1,2.0,2021,26.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,1,5,75,75119,2,2,0.0,3.0,48.87554,2.399226,19,2,2
3,2,1,1.0,2021,21.0,2.0,0.0,1.0,3,2.0,2.0,3.0,50.0,14,3,1,21,21229,2,2,1.0,6.0,47.182355,4.361154,17,3,1
1,1,1,2.0,2021,52.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,17,4,1,94,94028,2,2,0.0,3.0,48.77777,2.46179,12,2,2
10,3,1,0.0,2021,78.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,26,7,1,88,88445,2,1,0.0,6.0,48.237876,6.9522,9,2,1
10,3,1,0.0,2021,54.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,28,6,1,45,45169,2,3,0.0,6.0,47.93077,1.83301,11,2,1
1,1,1,2.0,2021,13.0,1.0,2.0,5.0,4,1.0,1.0,8.0,50.0,9,10,1,14,14118,2,1,0.0,3.0,49.17942,-0.34905,17,2,2
1,1,1,2.0,2021,52.0,1.0,2.0,1.0,3,3.0,1.0,1.0,90.0,10,11,2,86,86066,1,1,0.0,3.0,46.77907,0.54878,7,2,2
10,3,1,8.0,2021,15.0,2.0,1.0,1.0,3,2.0,1.0,3.0,50.0,7,1,1,971,97101,2,1,0.0,6.0,16.25132,-61.53251,12,2,1
1,1,1,2.0,2021,16.0,1.0,0.0,1.0,4,2.0,1.0,4.0,50.0,12,5,3,62,62132,2,1,0.0,7.0,50.522901,2.869264,3,1,1
1,1,1,1.0,2021,75.0,2.0,2.0,1.0,3,2.0,1.0,3.0,80.0,22,2,1,29,29274,1,1,0.0,3.0,47.9867037281,-3.7164592547,14,2,2
1,1,1,1.0,2021,22.0,2.0,0.0,1.0,1,3.0,1.0,1.0,90.0,11,7,1,95,95572,1,1,0.0,6.0,49.03217,2.11405,17,1,1
1,1,2,1.0,2021,41.0,2.0,2.0,1.0,7,2.0,1.0,1.0,50.0,26,2,1,38,38229,2,1,0.0,3.0,45.223879,5.794634,7,2,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,17,12,5,13,13208,2,6,0.0,3.0,43.2503260991,5.3891859748,5,2,2
1,1,2,2.0,2021,52.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,28,9,1,69,69387,2,2,0.0,1.0,45.74749,4.8582,9,2,2
1,1,1,2.0,2021,61.0,1.0,0.0,5.0,3,2.0,1.0,1.0,50.0,24,4,1,1,1353,1,1,0.0,2.0,45.983216,4.790125,12,2,2
1,1,1,1.0,2021,54.0,2.0,2.0,1.0,3,1.0,1.0,1.0,50.0,18,2,5,91,91161,2,1,0.0,2.0,48.71499,2.29826,6,2,2
1,1,2,8.0,2021,30.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,24,2,1,69,69383,2,2,0.0,3.0,45.76279,4.84613,13,2,2
1,1,1,2.0,2021,38.0,1.0,2.0,3.0,7,1.0,1.0,4.0,50.0,21,10,1,38,38421,2,1,0.0,3.0,45.16456,5.74995,12,2,2
1,1,1,8.0,2021,21.0,5.0,2.0,1.0,4,3.0,5.0,1.0,50.0,12,2,5,69,69387,2,1,1.0,3.0,45.7265842479,4.8324276836,21,3,2
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,10,5,1,72,72107,1,3,0.0,1.0,47.9718,-0.03029,15,2,2
2,2,1,1.0,2021,22.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,31,1,3,93,93001,2,6,1.0,1.0,48.9183942292,2.3932811396,20,3,2
1,1,1,1.0,2021,33.0,2.0,0.0,1.0,3,2.0,9.0,3.0,80.0,29,8,2,31,31033,1,1,0.0,6.0,43.339997,1.470948,20,1,1
1,1,2,1.0,2021,20.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,12,3,3,50,50490,1,2,0.0,3.0,49.360732,-1.743471,22,4,2
1,1,1,2.0,2021,23.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,24,3,5,95,95063,2,1,0.0,3.0,48.9233337997,2.2079441103,20,2,2
10,3,1,0.0,2021,53.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,21,10,5,93,93007,2,1,0.0,6.0,48.9358942391,2.4789458513,22,2,1
1,1,2,1.0,2021,77.0,2.0,2.0,1.0,4,4.0,1.0,1.0,50.0,23,5,1,82,82121,2,3,0.0,3.0,44.03779,1.3591,11,2,2
1,1,1,2.0,2021,33.0,1.0,0.0,5.0,4,1.0,1.0,1.0,50.0,12,6,1,76,76351,2,1,0.0,6.0,49.50549,0.13419,6,1,1
2,2,2,2.0,2021,38.0,1.0,0.0,3.0,3,2.0,1.0,1.0,80.0,31,7,3,45,45290,1,1,0.0,2.0,47.861524,2.249678,22,3,2
1,1,1,9.0,2021,30.0,1.0,2.0,5.0,3,2.0,1.0,1.0,30.0,14,5,1,68,68375,2,3,0.0,3.0,47.808464,7.239743,10,2,2
2,2,1,2.0,2021,25.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,7,9,2,78,78551,2,2,0.0,3.0,48.900775,2.085375,21,3,2
10,3,2,0.0,2021,64.0,2.0,1.0,1.0,4,2.0,2.0,1.0,30.0,14,7,1,94,94002,2,6,0.0,6.0,48.80377,2.42455,9,2,1
1,1,1,2.0,2021,41.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,11,6,1,92,92078,1,1,0.0,5.0,48.9283084303,2.3316245851,18,3,3
1,1,1,2.0,2021,19.0,1.0,2.0,3.0,4,2.0,8.0,1.0,50.0,22,12,5,33,33013,2,3,0.0,3.0,44.8647,-0.49798,20,2,2
1,1,2,1.0,2021,43.0,2.0,2.0,1.0,3,1.0,1.0,1.0,50.0,15,2,2,92,92024,2,2,0.0,3.0,48.9000303556,2.3062290251,7,2,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,3,3.0,1.0,1.0,80.0,24,5,1,67,67324,1,9,0.0,3.0,48.972654,7.688992,14,2,2
1,1,2,2.0,2021,46.0,1.0,2.0,1.0,3,1.0,1.0,1.0,50.0,9,12,1,78,78029,2,1,0.0,2.0,48.961735,1.853179,16,2,2
1,1,1,2.0,2021,27.0,1.0,2.0,1.0,4,2.0,2.0,1.0,30.0,6,5,1,94,94068,2,2,1.0,3.0,48.7858023476,2.4921476841,13,2,2
3,2,2,1.0,2021,40.0,2.0,2.0,1.0,4,1.0,1.0,1.0,70.0,25,8,5,75,75115,2,4,0.0,2.0,48.832373,2.280542,3,6,2
1,1,1,2.0,2021,46.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,8,9,1,74,74012,2,2,0.0,3.0,46.197231,6.25219,15,2,2
1,1,2,1.0,2021,46.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,29,12,2,94,94069,2,2,1.0,3.0,48.814985,2.463154,17,2,2
1,1,1,1.0,2021,28.0,2.0,0.0,1.0,4,2.0,1.0,1.0,30.0,11,9,5,75,75110,2,1,0.0,6.0,48.88106,2.351791,6,1,1
1,1,1,1.0,2021,40.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,10,1,2,6,6123,1,1,0.0,4.0,43.667752,7.196154,18,6,4
10,3,2,0.0,2021,4.0,2.0,1.0,1.0,4,1.0,2.0,1.0,50.0,18,5,1,95,95680,2,1,1.0,6.0,48.9974711854,2.4126465599,20,2,1
1,1,1,2.0,2021,54.0,1.0,2.0,1.0,2,2.0,1.0,1.0,90.0,4,7,1,972,97213,2,1,0.0,2.0,14.59593,-60.98722,16,2,2
1,1,2,1.0,2021,42.0,2.0,0.0,1.0,3,2.0,1.0,1.0,80.0,19,7,1,47,47297,1,1,0.0,7.0,44.330794,0.629686,8,1,1
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,3,2.0,2.0,1.0,50.0,5,5,1,91,91691,2,1,1.0,3.0,48.70684,2.49598,16,2,2
1,1,1,2.0,2021,23.0,1.0,2.0,1.0,3,2.0,2.0,1.0,50.0,12,7,1,92,92024,2,2,1.0,3.0,48.90085,2.31587,12,2,2
1,1,2,1.0,2021,21.0,2.0,2.0,1.0,3,2.0,2.0,1.0,90.0,12,3,1,49,49007,1,1,0.0,2.0,47.46728,-0.58402,7,2,2
1,1,2,8.0,2021,22.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,6,9,2,66,66136,2,1,0.0,3.0,42.6907826186,2.8747966996,7,2,2
2,2,1,2.0,2021,25.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,17,7,5,94,94033,2,1,0.0,3.0,48.85348,2.46999,23,3,2
1,1,2,2.0,2021,33.0,1.0,2.0,1.0,3,1.0,1.0,1.0,50.0,19,2,1,973,97302,2,6,0.0,3.0,4.92076,-52.3219,8,2,2
1,1,1,8.0,2021,27.0,2.0,0.0,1.0,3,2.0,2.0,3.0,80.0,18,2,2,36,36200,1,1,1.0,6.0,46.608652,1.494116,18,2,1
1,1,1,8.0,2021,36.0,1.0,2.0,1.0,4,2.0,2.0,6.0,50.0,18,3,1,75,75101,2,2,1.0,3.0,48.860417,2.342347,16,2,2
3,2,1,8.0,2021,20.0,2.0,0.0,1.0,7,2.0,1.0,1.0,50.0,1,12,5,13,13213,2,1,0.0,6.0,43.32822,5.41873,2,4,1
2,2,1,0.0,2021,17.0,1.0,2.0,1.0,4,2.0,1.0,4.0,30.0,20,2,1,69,69259,2,1,0.0,3.0,45.72043,4.86769,17,3,2
10,3,1,0.0,2021,21.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,4,11,1,87,87085,2,1,0.0,6.0,45.84111,1.25648,17,2,1
10,3,2,0.0,2021,35.0,1.0,1.0,1.0,4,3.0,2.0,1.0,30.0,1,12,1,75,75108,2,7,1.0,6.0,48.864919,2.310271,13,2,1
1,1,1,8.0,2021,18.0,2.0,0.0,1.0,4,2.0,1.0,4.0,50.0,24,5,1,93,93046,2,1,0.0,6.0,48.92562,2.53633,19,1,1
1,1,2,8.0,2021,55.0,1.0,2.0,3.0,4,1.0,1.0,1.0,30.0,18,11,2,49,49353,2,6,0.0,3.0,47.45789,-0.5146,8,2,2
1,1,2,1.0,2021,28.0,2.0,2.0,1.0,4,1.0,1.0,1.0,50.0,14,9,1,35,35281,2,1,0.0,3.0,48.07799,-1.7141,11,4,2
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,22,11,1,54,54395,2,3,0.0,1.0,48.69450797,6.1973970758,14,2,2
1,1,1,1.0,2021,40.0,4.0,2.0,1.0,1,3.0,1.0,1.0,90.0,9,9,1,94,94028,1,1,0.0,2.0,48.78347,2.44071,7,2,2
10,3,2,0.0,2021,19.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,4,2,1,29,29019,2,2,0.0,6.0,48.390278,-4.477488,16,3,2
10,3,1,4.0,2021,46.0,2.0,1.0,1.0,4,2.0,1.0,1.0,80.0,19,1,1,40,40217,1,1,0.0,6.0,44.354246,-1.103273,11,2,1
1,1,1,8.0,2021,33.0,1.0,2.0,5.0,4,1.0,1.0,1.0,50.0,9,8,1,49,49007,2,1,0.0,3.0,47.46763,-0.52957,8,2,2
1,1,1,1.0,2021,23.0,2.0,2.0,1.0,1,1.0,1.0,1.0,90.0,18,5,1,13,13005,1,1,0.0,4.0,43.28788,5.56187,8,3,3
1,1,1,2.0,2021,15.0,1.0,2.0,5.0,3,2.0,2.0,1.0,80.0,16,5,1,71,71060,1,3,1.0,3.0,46.305964,4.146918,11,2,2
8,2,2,8.0,2021,17.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,30,5,1,69,69382,2,2,0.0,3.0,45.7638,4.83322,21,4,2
10,3,1,0.0,2021,61.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,19,11,2,17,17306,2,1,0.0,6.0,45.64312,-1.02479,17,2,1
2,2,1,8.0,2021,21.0,2.0,0.0,1.0,4,2.0,1.0,1.0,30.0,18,7,1,77,77458,2,1,0.0,6.0,48.19036,2.73586,20,2,1
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,3,2.0,1.0,1.0,90.0,22,8,3,49,49086,1,1,0.0,7.0,47.32012,-0.443015,4,1,1
1,1,1,0.0,2021,58.0,4.0,0.0,1.0,3,2.0,2.0,1.0,50.0,25,1,1,64,64353,2,1,1.0,7.0,43.088788,-0.414509,11,1,1
10,3,1,0.0,2021,9.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,9,5,1,93,93005,2,1,0.0,6.0,48.95279,2.476538,13,3,1
1,1,1,1.0,2021,65.0,4.0,2.0,1.0,3,2.0,1.0,1.0,90.0,1,3,2,77,77487,1,1,0.0,6.0,48.53787,2.69368,7,3,3
1,1,1,2.0,2021,31.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,23,5,1,54,54117,1,1,0.0,7.0,48.4422196636,6.0666525372,17,1,1
2,2,1,1.0,2021,37.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,6,9,1,93,93027,2,2,0.0,3.0,48.92613,2.39666,15,3,2
2,2,1,2.0,2021,7.0,1.0,2.0,1.0,3,2.0,2.0,1.0,70.0,11,9,1,17,17219,2,1,0.0,3.0,45.83155,-1.123223,10,3,2
10,3,2,0.0,2021,23.0,2.0,1.0,1.0,4,2.0,1.0,8.0,30.0,21,5,1,59,59350,2,1,0.0,6.0,50.6207584915,3.0658380329,16,2,1
10,3,2,0.0,2021,17.0,3.0,1.0,1.0,3,2.0,1.0,1.0,50.0,10,11,5,91,91691,2,1,1.0,6.0,48.71476,2.50126,20,3,1
1,1,1,2.0,2021,64.0,1.0,0.0,1.0,3,2.0,1.0,3.0,80.0,22,9,1,202,202073,1,1,0.0,7.0,42.317935,8.989971,15,1,1
1,1,1,2.0,2021,38.0,1.0,2.0,1.0,7,3.0,1.0,1.0,50.0,14,1,1,69,69244,2,2,1.0,3.0,45.764174,4.76907,9,2,2
1,1,2,8.0,2021,24.0,2.0,0.0,1.0,4,2.0,1.0,1.0,30.0,25,12,1,974,97411,2,1,0.0,7.0,-20.9165,55.398,7,2,1
1,1,1,1.0,2021,73.0,2.0,2.0,1.0,7,1.0,1.0,1.0,70.0,20,4,1,59,59350,1,1,0.0,5.0,50.64841,3.06826,11,6,4
1,1,1,2.0,2021,22.0,1.0,2.0,1.0,3,2.0,1.0,1.0,70.0,17,5,1,64,64445,2,3,0.0,2.0,43.3359436136,-0.3637182713,7,2,2
1,1,1,0.0,2021,61.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,5,6,1,95,95313,2,1,0.0,3.0,49.1114577856,2.2217327356,9,2,2
1,1,1,2.0,2021,57.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,1,4,1,973,97302,2,1,0.0,2.0,4.93457,-52.31139,15,2,2
2,2,2,1.0,2021,22.0,2.0,2.0,1.0,1,2.0,1.0,1.0,130.0,20,8,1,13,13001,1,1,0.0,2.0,43.528548,5.398487,9,3,2
1,1,1,8.0,2021,54.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,29,4,1,92,92025,2,1,0.0,3.0,48.9234680592,2.2576267671,13,3,2
1,1,2,2.0,2021,26.0,1.0,2.0,1.0,1,1.0,2.0,1.0,90.0,28,1,1,91,91689,1,1,1.0,3.0,48.737786,2.318941,9,2,2
2,2,2,1.0,2021,37.0,2.0,2.0,1.0,3,4.0,1.0,1.0,50.0,13,10,1,92,92073,2,1,0.0,3.0,48.864377,2.226617,17,3,2
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,3,2.0,2.0,1.0,50.0,5,12,5,93,93078,2,9,1.0,3.0,48.95552,2.53901,17,2,2
10,3,1,0.0,2021,57.0,2.0,1.0,1.0,3,2.0,1.0,5.0,50.0,5,4,1,93,93066,2,9,0.0,6.0,48.92564,2.3505,18,2,1
1,1,2,1.0,2021,26.0,2.0,2.0,1.0,3,1.0,1.0,5.0,50.0,16,11,2,1,1033,2,6,0.0,2.0,46.108402,5.82932,7,2,2
1,1,2,1.0,2021,83.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,17,10,1,24,24326,1,3,0.0,1.0,44.987834,1.061879,17,2,2
1,1,1,2.0,2021,31.0,1.0,2.0,1.0,2,3.0,1.0,1.0,110.0,4,11,3,974,97418,1,1,0.0,2.0,-20.899225,55.52318,20,2,2
1,1,1,1.0,2021,61.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,15,11,2,71,71281,1,1,1.0,1.0,46.598462,4.127469,17,3,2
1,1,2,2.0,2021,50.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,20,7,1,56,56121,2,6,0.0,3.0,47.7468036,-3.3660221,14,2,2
1,1,2,8.0,2021,25.0,2.0,0.0,1.0,3,2.0,7.0,8.0,70.0,26,1,3,60,60231,1,1,1.0,7.0,49.264892,2.915497,6,1,1
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,9,2.0,1.0,3.0,50.0,28,5,1,64,64256,2,1,0.0,7.0,43.37349,-1.274951,15,1,1
1,1,1,8.0,2021,24.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,25,1,1,69,69286,2,1,0.0,1.0,45.8147545982,4.8826685654,13,2,2
10,3,2,0.0,2021,56.0,5.0,1.0,1.0,6,2.0,2.0,1.0,50.0,25,11,2,66,66049,2,1,1.0,6.0,42.499887,2.758751,16,2,1
2,2,2,1.0,2021,71.0,2.0,2.0,2.0,3,2.0,2.0,1.0,80.0,7,12,3,27,27049,1,2,1.0,3.0,48.974694,0.670464,17,7,2
1,1,1,2.0,2021,62.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,28,10,2,6,6029,2,1,0.0,7.0,43.5516996423,7.0061076432,7,1,1
10,3,2,8.0,2021,26.0,1.0,1.0,1.0,3,3.0,1.0,1.0,50.0,7,6,1,93,93051,2,1,0.0,6.0,48.8397,2.54969,9,2,1
10,3,2,0.0,2021,82.0,2.0,1.0,1.0,7,2.0,1.0,1.0,50.0,6,5,1,13,13032,2,1,0.0,1.0,43.56851,5.354746,17,2,1
1,1,1,2.0,2021,36.0,1.0,2.0,1.0,3,3.0,1.0,1.0,50.0,19,7,1,93,93046,2,1,0.0,3.0,48.90888,2.53117,18,2,2
1,1,2,1.0,2021,62.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,2,10,1,64,64445,2,2,0.0,1.0,43.30538,-0.3611,17,3,2
1,1,1,2.0,2021,22.0,1.0,2.0,1.0,4,1.0,1.0,5.0,30.0,2,7,1,75,75105,2,1,0.0,3.0,48.850446,2.345325,11,2,2
1,1,1,0.0,2021,19.0,1.0,2.0,1.0,1,2.0,1.0,1.0,50.0,10,6,5,988,98818,1,1,0.0,3.0,-22.2365,166.48607,18,4,3
1,1,1,1.0,2021,63.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,17,5,1,80,80021,2,1,0.0,3.0,49.87559,2.2818,15,2,2
1,1,1,1.0,2021,45.0,2.0,2.0,1.0,3,2.0,2.0,1.0,70.0,27,4,2,26,26008,2,1,1.0,1.0,44.57858,4.70886,20,2,2
1,1,2,1.0,2021,30.0,2.0,2.0,1.0,1,1.0,2.0,3.0,110.0,29,4,1,13,13071,1,1,1.0,7.0,43.40351,5.30841,11,1,1
10,3,1,0.0,2021,10.0,2.0,1.0,2.0,4,2.0,1.0,1.0,50.0,18,6,1,60,60175,2,3,0.0,6.0,49.2607833891,2.474671483,8,2,1
2,2,2,1.0,2021,28.0,2.0,0.0,1.0,2,3.0,1.0,1.0,90.0,28,2,1,91,91064,1,1,0.0,6.0,48.750218,2.203664,11,2,1
1,1,1,0.0,2021,41.0,2.0,0.0,1.0,4,2.0,1.0,3.0,50.0,13,2,3,14,14020,1,1,0.0,6.0,49.134237,-0.173153,19,1,1
1,1,2,1.0,2021,40.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,8,1,1,69,69384,2,1,0.0,3.0,45.7790468008,4.8415457835,12,2,2
