place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,6,1,56,56121,2,3,0.0,3.0,47.76067,-3.38472,19,2,2
1,1,1,2.0,2021,20.0,1.0,2.0,1.0,3,1.0,2.0,1.0,50.0,1,5,5,91,91589,2,1,0.0,4.0,48.68015,2.34255,21,6,3
10,3,2,0.0,2021,91.0,2.0,1.0,6.0,7,2.0,1.0,1.0,50.0,25,3,1,38,38185,2,1,0.0,6.0,45.17223,5.72247,9,2,1
2,2,1,1.0,2021,28.0,2.0,2.0,1.0,3,2.0,1.0,1.0,70.0,13,11,2,64,64506,1,1,0.0,2.0,43.05067,-0.601459,18,3,2
2,2,1,8.0,2021,57.0,2.0,2.0,1.0,4,1.0,2.0,6.0,50.0,2,2,1,75,75118,2,1,0.0,3.0,48.898787,2.344172,14,3,2
1,1,1,2.0,2021,50.0,1.0,2.0,1.0,3,2.0,1.0,1.0,70.0,11,3,1,40,40088,2,3,0.0,3.0,43.68604,-1.0783,15,2,2
1,1,1,8.0,2021,58.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,8,6,1,29,29019,2,1,0.0,3.0,48.39087,-4.44466,7,2,2
10,3,1,0.0,2021,50.0,2.0,1.0,1.0,7,3.0,2.0,1.0,90.0,23,12,3,37,37050,1,1,1.0,6.0,47.3274140172,0.6923988461,23,3,1
1,1,1,8.0,2021,44.0,1.0,2.0,1.0,4,2.0,2.0,1.0,30.0,4,12,5,75,75107,2,3,1.0,3.0,48.857471,2.291043,2,2,2
1,1,1,2.0,2021,46.0,1.0,0.0,1.0,4,2.0,1.0,4.0,50.0,16,8,5,7,7019,2,3,0.0,7.0,44.61019,4.388,23,1,1
7,2,2,1.0,2021,18.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,4,4,1,76,76220,2,2,0.0,6.0,49.870494,1.323037,11,2,1
1,1,2,1.0,2021,20.0,2.0,0.0,1.0,3,3.0,2.0,1.0,50.0,30,1,1,94,94073,2,1,0.0,6.0,48.75569,2.36886,12,2,1
1,1,1,1.0,2021,44.0,2.0,2.0,1.0,2,2.0,2.0,1.0,70.0,30,8,1,971,97113,2,1,1.0,4.0,16.21769,-61.49296,16,3,3
2,2,1,1.0,2021,42.0,2.0,0.0,1.0,1,3.0,1.0,1.0,70.0,8,8,1,95,95018,1,1,0.0,6.0,48.96292,2.26532,16,2,1
1,1,1,2.0,2021,58.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,5,5,1,69,69202,2,2,0.0,3.0,45.7329953421,4.7998083477,9,2,2
1,1,2,1.0,2021,86.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,28,2,1,93,93073,2,2,0.0,5.0,48.95489,2.567,12,3,3
10,3,2,0.0,2021,22.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,19,1,1,87,87085,2,1,0.0,6.0,45.84447,1.24849,16,2,1
10,3,1,0.0,2021,32.0,5.0,1.0,1.0,7,2.0,2.0,1.0,50.0,10,12,2,31,31555,2,1,1.0,6.0,43.64627,1.43328,8,2,1
1,1,1,2.0,2021,26.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,25,11,1,75,75117,2,2,0.0,3.0,48.882923,2.296392,14,2,2
1,1,1,1.0,2021,20.0,2.0,2.0,1.0,3,2.0,1.0,1.0,110.0,2,9,1,57,57679,1,1,0.0,2.0,49.088426,6.617718,16,2,2
10,3,2,0.0,2021,24.0,2.0,1.0,1.0,2,2.0,1.0,1.0,60.0,14,3,1,987,98747,1,1,0.0,1.0,-17.750322,-149.192276,15,2,1
2,2,2,1.0,2021,62.0,5.0,0.0,1.0,1,3.0,4.0,1.0,110.0,1,2,1,24,24053,1,1,1.0,6.0,45.141598,0.784104,8,3,1
10,3,2,0.0,2021,77.0,1.0,1.0,1.0,3,2.0,1.0,1.0,50.0,6,6,1,83,83050,2,9,0.0,6.0,43.53862,6.46251,16,2,1
10,3,2,0.0,2021,71.0,2.0,1.0,1.0,4,3.0,1.0,1.0,50.0,28,1,1,33,33063,2,2,0.0,6.0,44.83974,-0.60693,11,2,1
1,1,1,8.0,2021,73.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,13,5,1,988,98818,1,6,0.0,3.0,-22.27091,166.46982,9,2,2
4,2,1,1.0,2021,86.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,20,7,1,65,65286,2,4,0.0,3.0,43.10078,-0.04619,16,6,2
1,1,2,1.0,2021,41.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,29,10,1,971,97101,2,1,0.0,2.0,16.27038,-61.51602,13,3,2
7,2,1,8.0,2021,21.0,2.0,2.0,1.0,1,1.0,2.0,1.0,130.0,28,12,3,1,1091,1,1,1.0,3.0,46.155415,5.784688,6,5,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,14,8,1,7,7312,2,1,0.0,1.0,45.12666,4.772246,12,3,2
1,1,2,1.0,2021,44.0,2.0,0.0,1.0,3,3.0,1.0,1.0,90.0,7,3,1,37,37122,1,1,0.0,7.0,47.34064,0.66266,11,2,1
1,1,2,1.0,2021,37.0,2.0,2.0,1.0,2,2.0,1.0,1.0,80.0,20,10,1,69,69272,1,1,1.0,1.0,45.592352,4.857695,17,2,2
4,2,1,3.0,2021,1.0,2.0,2.0,1.0,4,2.0,2.0,4.0,50.0,16,11,1,10,10081,2,1,1.0,6.0,48.313,4.0571,13,4,3
1,1,2,1.0,2021,51.0,2.0,2.0,1.0,1,3.0,1.0,1.0,130.0,12,8,2,33,33487,1,1,0.0,3.0,44.94994,-0.4631,21,5,2
1,1,1,2.0,2021,31.0,1.0,0.0,1.0,7,2.0,8.0,1.0,80.0,3,7,1,42,42044,1,1,0.0,7.0,45.372528,4.325413,16,1,1
1,1,2,8.0,2021,31.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,14,6,1,75,75120,2,3,0.0,3.0,48.869201,2.391917,12,2,2
1,1,1,8.0,2021,25.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,23,7,5,80,80021,2,2,0.0,1.0,49.8944399,2.3091,1,2,2
1,1,1,8.0,2021,18.0,2.0,0.0,1.0,4,2.0,2.0,4.0,50.0,15,7,5,42,42189,2,1,1.0,6.0,45.4293685048,4.3174518943,23,1,1
1,1,1,2.0,2021,43.0,1.0,2.0,1.0,4,2.0,2.0,1.0,50.0,20,6,1,6,6157,2,1,1.0,1.0,43.716941,7.129829,18,2,2
1,1,1,2.0,2021,23.0,1.0,2.0,1.0,9,2.0,1.0,8.0,50.0,6,11,3,93,93005,1,9,0.0,6.0,48.96001,2.46767,1,3,3
1,1,1,2.0,2021,57.0,1.0,2.0,1.0,4,4.0,1.0,1.0,50.0,16,2,1,83,83137,1,6,0.0,3.0,43.12894,5.98207,12,2,2
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,13,6,1,83,83031,1,1,0.0,5.0,43.384217,6.359711,11,4,3
1,1,1,0.0,2021,19.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,11,2,1,33,33108,2,2,0.0,3.0,44.852994,-0.047612,12,2,2
1,1,1,1.0,2021,28.0,2.0,0.0,1.0,1,1.0,1.0,8.0,130.0,22,8,1,91,91441,1,1,0.0,6.0,48.507307,2.510949,7,2,1
10,3,1,0.0,2021,17.0,2.0,1.0,1.0,3,2.0,1.0,5.0,50.0,29,3,1,93,93027,2,1,0.0,6.0,48.923234,2.405742,13,2,1
1,1,2,1.0,2021,93.0,2.0,0.0,1.0,3,2.0,1.0,3.0,90.0,12,11,1,61,61116,1,1,0.0,7.0,48.396581,0.867453,10,1,1
1,1,2,8.0,2021,11.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,11,6,1,49,49007,2,1,0.0,1.0,47.4601273798,-0.5506159365,18,2,2
10,3,2,0.0,2021,48.0,5.0,1.0,1.0,3,1.0,2.0,4.0,50.0,12,1,1,38,38001,2,1,1.0,6.0,45.533864,5.585686,15,2,1
1,1,1,2.0,2021,39.0,1.0,0.0,1.0,7,2.0,2.0,1.0,40.0,12,12,5,59,59378,2,6,1.0,7.0,50.6624372233,3.074323833,2,1,1
1,1,2,8.0,2021,17.0,1.0,2.0,5.0,3,2.0,1.0,1.0,50.0,9,3,1,65,65440,2,2,0.0,3.0,43.22808,0.0565,13,2,2
7,2,1,1.0,2021,39.0,2.0,0.0,1.0,4,2.0,2.0,8.0,30.0,1,8,2,9,9225,2,3,0.0,6.0,43.11851,1.62188,6,4,1
1,1,1,1.0,2021,50.0,2.0,2.0,3.0,1,3.0,1.0,1.0,90.0,10,3,1,13,13005,1,1,0.0,2.0,43.3192272008,5.5913721126,10,2,2
1,1,2,1.0,2021,64.0,2.0,0.0,1.0,3,2.0,1.0,1.0,70.0,16,9,1,89,89083,1,2,0.0,3.0,47.844713,3.490246,16,2,2
1,1,1,1.0,2021,46.0,2.0,0.0,1.0,1,3.0,1.0,1.0,130.0,8,7,3,10,10084,1,1,0.0,2.0,48.396236,4.151595,23,6,2
1,1,1,2.0,2021,29.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,15,8,5,95,95582,2,4,0.0,3.0,48.9746914134,2.2502848506,21,2,2
1,1,2,2.0,2021,46.0,1.0,2.0,5.0,4,2.0,1.0,8.0,30.0,6,9,1,93,93001,1,1,0.0,1.0,48.9082827046,2.3766517639,10,2,2
10,3,1,0.0,2021,6.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,14,8,1,45,45147,2,1,0.0,6.0,47.9303024354,1.9160762429,12,2,1
1,1,2,1.0,2021,32.0,2.0,2.0,1.0,7,2.0,1.0,1.0,50.0,6,10,1,35,35051,2,6,0.0,2.0,48.10749,-1.61675,12,2,2
1,1,1,2.0,2021,25.0,1.0,2.0,1.0,4,1.0,1.0,1.0,70.0,21,12,2,75,75117,2,1,0.0,2.0,48.890747,2.29949,16,2,2
1,1,1,1.0,2021,47.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,7,1,2,53,53125,1,1,1.0,1.0,48.504688,-1.065685,8,2,2
1,1,1,2.0,2021,15.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,15,4,1,1,1345,2,1,0.0,1.0,45.94745,5.326974,15,2,2
10,3,2,0.0,2021,17.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,15,10,2,94,94068,2,1,0.0,6.0,48.79281,2.49436,7,2,1
10,3,1,0.0,2021,13.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,24,3,1,63,63032,2,1,0.0,6.0,45.754102596,3.0968950468,12,2,1
10,3,1,0.0,2021,26.0,2.0,1.0,1.0,1,3.0,2.0,1.0,90.0,16,5,3,13,13001,1,9,1.0,6.0,43.513102,5.437868,2,2,1
1,1,1,2.0,2021,29.0,1.0,2.0,5.0,4,2.0,2.0,1.0,50.0,7,1,5,80,80021,2,3,1.0,3.0,49.91007,2.30049,17,2,2
1,1,1,1.0,2021,48.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,5,5,2,33,33252,2,1,1.0,1.0,44.803915,-0.393019,7,2,2
1,1,1,1.0,2021,75.0,2.0,0.0,1.0,1,1.0,1.0,8.0,110.0,20,9,1,92,92002,1,1,0.0,6.0,48.7351,2.3159,12,1,1
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,28,3,1,88,88209,2,6,0.0,3.0,48.18981,6.42948,19,2,2
1,1,1,2.0,2021,40.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,25,9,1,75,75116,2,2,0.0,3.0,48.83854,2.262028,12,2,2
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,19,11,1,75,75119,2,2,0.0,1.0,48.8887574278,2.3931205273,13,2,2
1,1,1,1.0,2021,27.0,5.0,2.0,1.0,3,2.0,1.0,1.0,80.0,21,11,2,68,68140,1,1,1.0,1.0,47.92062,7.435555,8,2,2
2,2,2,8.0,2021,18.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,6,6,1,60,60175,2,5,0.0,3.0,49.2523454718,2.4771112203,19,5,2
1,1,2,1.0,2021,19.0,2.0,2.0,1.0,4,1.0,1.0,1.0,30.0,9,10,5,29,29019,2,3,0.0,3.0,48.40032,-4.47065,23,3,2
1,1,1,2.0,2021,46.0,1.0,2.0,1.0,3,2.0,2.0,1.0,30.0,26,6,1,80,80021,2,1,1.0,2.0,49.87286,2.30676,9,2,2
10,3,2,0.0,2021,70.0,2.0,1.0,1.0,3,2.0,1.0,1.0,30.0,17,9,1,76,76482,2,4,0.0,6.0,49.869107,1.049044,17,2,1
1,1,1,8.0,2021,19.0,1.0,2.0,3.0,4,2.0,1.0,4.0,50.0,31,3,1,37,37233,2,3,0.0,6.0,47.3866511116,0.716672682,14,2,2
1,1,2,1.0,2021,21.0,2.0,2.0,1.0,7,2.0,1.0,1.0,50.0,25,5,1,59,59378,2,3,0.0,1.0,50.67154,3.07753,20,2,2
1,1,2,1.0,2021,36.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,25,5,5,76,76351,1,1,1.0,1.0,49.5047,0.17714,22,2,2
1,1,2,2.0,2021,26.0,1.0,2.0,5.0,4,1.0,1.0,1.0,50.0,8,3,3,75,75103,2,2,0.0,3.0,48.862725,2.354304,22,5,2
10,3,1,8.0,2021,30.0,2.0,1.0,1.0,3,3.0,1.0,1.0,50.0,31,12,2,93,93031,2,3,0.0,6.0,48.9575,2.30999,16,2,1
1,1,2,1.0,2021,53.0,2.0,0.0,1.0,7,2.0,1.0,3.0,80.0,13,4,1,84,84089,1,1,0.0,6.0,43.69855,5.553846,8,1,1
10,3,2,0.0,2021,74.0,2.0,1.0,1.0,3,2.0,2.0,8.0,50.0,27,12,1,69,69268,1,3,1.0,1.0,45.653257,4.750939,14,3,2
1,1,1,2.0,2021,35.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,2,4,1,7,7276,1,1,0.0,7.0,44.909265,4.466114,17,1,1
1,1,1,1.0,2021,30.0,2.0,2.0,1.0,2,3.0,1.0,1.0,110.0,31,1,1,9,9122,1,1,0.0,5.0,42.95612,1.623922,17,8,4
1,1,1,2.0,2021,33.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,6,7,1,6,6085,2,3,0.0,7.0,43.611056,6.976439,15,2,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,3,1,49,49331,2,9,0.0,1.0,47.686124,-0.870597,14,2,2
2,2,2,2.0,2021,65.0,1.0,0.0,1.0,3,1.0,8.0,1.0,50.0,25,7,1,65,65100,2,6,0.0,7.0,43.267564,0.070755,10,2,1
1,1,2,8.0,2021,31.0,1.0,2.0,5.0,3,1.0,1.0,5.0,50.0,14,9,1,9,9122,2,9,0.0,3.0,42.960051,1.615854,17,2,2
1,1,1,2.0,2021,48.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,19,7,1,37,37170,1,3,1.0,3.0,47.6115622164,0.5966805611,8,2,2
10,3,1,0.0,2021,16.0,5.0,1.0,1.0,4,1.0,1.0,1.0,30.0,22,11,1,69,69382,2,1,0.0,6.0,45.7598,4.83341,9,2,1
9,2,2,1.0,2021,17.0,2.0,2.0,1.0,1,3.0,2.0,1.0,70.0,2,1,1,6,6088,1,1,1.0,3.0,43.6693,7.20076,11,3,2
1,1,2,1.0,2021,47.0,2.0,0.0,1.0,4,2.0,2.0,3.0,80.0,3,8,1,33,33322,1,1,1.0,6.0,44.944025,-0.678803,17,1,1
1,1,1,1.0,2021,20.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,19,5,5,13,13211,2,1,0.0,2.0,43.2916770051,5.4605715773,23,4,2
1,1,1,2.0,2021,35.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,19,10,1,92,92049,2,3,0.0,3.0,48.8171351424,2.3307484388,9,2,2
2,2,1,1.0,2021,49.0,2.0,0.0,1.0,3,2.0,1.0,3.0,90.0,20,2,1,61,61339,1,1,0.0,7.0,48.759131,-0.235519,17,2,1
1,1,1,0.0,2021,18.0,5.0,2.0,1.0,2,2.0,1.0,1.0,80.0,14,11,2,30,30083,1,1,0.0,2.0,43.725913,4.217307,17,5,2
10,3,2,0.0,2021,67.0,1.0,1.0,3.0,4,2.0,1.0,8.0,10.0,1,6,1,75,75112,2,1,0.0,6.0,48.834719,2.384874,18,2,1
10,3,2,0.0,2021,22.0,2.0,1.0,1.0,7,2.0,5.0,1.0,30.0,15,1,1,54,54395,2,2,1.0,6.0,48.6847980707,6.1797074365,16,2,1
1,1,1,2.0,2021,52.0,1.0,2.0,6.0,4,2.0,1.0,1.0,50.0,9,9,5,78,78133,2,2,0.0,1.0,48.90344,2.04519,6,2,2
2,2,2,2.0,2021,61.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,7,11,1,76,76436,2,1,0.0,3.0,49.412617,0.864382,16,3,2
2,2,2,1.0,2021,19.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,20,3,2,22,22046,1,1,0.0,1.0,48.301074,-2.527961,19,3,2
1,1,1,8.0,2021,53.0,1.0,0.0,3.0,4,2.0,1.0,1.0,50.0,15,10,1,35,35238,2,3,0.0,3.0,48.10096,-1.68517,9,2,2
9,2,1,0.0,2021,19.0,2.0,0.0,1.0,3,3.0,1.0,1.0,110.0,10,11,1,33,33424,1,1,0.0,6.0,45.112616,-0.807158,13,3,1
1,1,1,8.0,2021,38.0,2.0,2.0,1.0,3,2.0,1.0,1.0,70.0,8,9,1,69,69190,1,1,0.0,5.0,45.764331,4.696768,17,3,3
1,1,2,1.0,2021,25.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,19,9,1,71,71081,2,2,0.0,3.0,46.8097163899,4.8431566244,16,2,2
1,1,1,2.0,2021,49.0,1.0,2.0,1.0,3,2.0,1.0,1.0,80.0,24,6,1,6,6136,1,1,0.0,3.0,43.888259,7.490664,10,2,2
10,3,1,0.0,2021,7.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,20,11,1,66,66136,2,1,0.0,6.0,42.69284,2.88588,15,3,1
1,1,1,2.0,2021,17.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,20,11,1,91,91021,2,3,0.0,3.0,48.5878143,2.2433046,12,2,2
2,2,1,1.0,2021,44.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,25,9,1,94,94077,2,2,0.0,3.0,48.73741,2.41922,15,3,2
1,1,1,8.0,2021,49.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,14,6,2,37,37210,1,1,0.0,4.0,47.201039545,0.3218413846,6,4,3
1,1,1,2.0,2021,27.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,27,2,1,13,13211,2,3,1.0,3.0,43.283563,5.502445,12,2,2
1,1,2,1.0,2021,24.0,2.0,0.0,1.0,1,3.0,2.0,1.0,5.0,22,6,1,95,95018,1,1,1.0,6.0,48.95646,2.27472,12,1,1
1,1,1,1.0,2021,42.0,2.0,0.0,1.0,4,1.0,1.0,1.0,30.0,31,5,1,6,6088,2,1,0.0,4.0,43.705,7.259,18,3,3
1,1,1,2.0,2021,46.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,9,9,1,87,87050,2,1,0.0,6.0,45.86758,1.23853,8,1,1
2,2,2,8.0,2021,20.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,20,12,5,37,37214,2,1,0.0,6.0,47.3989810183,0.6729501486,2,2,1
1,1,1,2.0,2021,41.0,1.0,2.0,1.0,2,3.0,1.0,1.0,90.0,18,5,1,73,73065,1,1,0.0,2.0,45.57016,5.9389,8,2,2
1,1,2,1.0,2021,85.0,2.0,2.0,1.0,4,2.0,2.0,1.0,50.0,28,6,1,37,37261,2,1,1.0,3.0,47.416604868,0.6901296973,15,2,2
1,1,2,1.0,2021,25.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,29,1,1,92,92036,2,2,0.0,3.0,48.9264293146,2.2972626688,12,2,2
1,1,1,2.0,2021,54.0,1.0,0.0,1.0,4,2.0,1.0,3.0,50.0,20,6,1,24,24329,2,1,0.0,7.0,45.047127,0.100776,19,1,1
1,1,2,8.0,2021,29.0,1.0,2.0,5.0,4,1.0,1.0,1.0,30.0,21,3,1,69,69386,2,2,0.0,3.0,45.76813,4.84619,17,3,2
1,1,1,2.0,2021,60.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,19,8,1,988,98818,2,2,0.0,3.0,-22.29573,166.45663,9,2,2
1,1,1,1.0,2021,27.0,2.0,2.0,1.0,4,2.0,1.0,1.0,30.0,20,7,1,33,33529,1,2,0.0,3.0,44.60592,-1.20562,10,2,2
1,1,1,1.0,2021,26.0,2.0,2.0,1.0,3,1.0,5.0,1.0,90.0,11,2,1,44,44184,1,1,1.0,2.0,47.28408,-2.296,9,3,2
1,1,1,6.0,2021,31.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,28,2,1,27,27023,1,1,0.0,7.0,48.989511,1.05568,15,1,1
1,1,2,1.0,2021,30.0,2.0,0.0,3.0,4,2.0,2.0,1.0,50.0,29,6,1,27,27299,2,1,1.0,7.0,49.04992,1.16225,10,1,1
1,1,1,0.0,2021,20.0,1.0,2.0,5.0,3,2.0,2.0,1.0,80.0,4,8,1,56,56166,1,3,1.0,2.0,47.910043,-3.290062,19,2,2
1,1,1,1.0,2021,29.0,2.0,2.0,1.0,1,3.0,1.0,1.0,130.0,13,10,1,33,33003,1,1,0.0,2.0,44.92833,-0.470599,17,2,2
2,2,2,1.0,2021,73.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,11,7,1,11,11255,1,1,0.0,1.0,43.182665,2.948654,19,3,2
10,3,2,0.0,2021,50.0,5.0,1.0,1.0,6,2.0,1.0,1.0,30.0,1,7,1,33,33192,2,9,0.0,6.0,44.77009,-0.60158,13,3,1
1,1,1,2.0,2021,23.0,1.0,2.0,3.0,4,2.0,1.0,1.0,30.0,29,3,5,54,54357,2,1,0.0,3.0,48.7008758295,6.1352596539,20,2,2
1,1,2,1.0,2021,29.0,4.0,2.0,1.0,1,3.0,2.0,1.0,130.0,3,8,3,53,53201,1,1,1.0,5.0,48.096275,-0.854161,23,7,3
1,1,2,2.0,2021,53.0,1.0,2.0,5.0,4,2.0,1.0,5.0,30.0,3,5,1,75,75108,2,7,0.0,1.0,48.864921,2.310322,9,2,2
1,1,1,2.0,2021,37.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,21,5,1,83,83069,2,1,0.0,1.0,43.09654,6.13158,16,2,2
1,1,1,2.0,2021,67.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,12,4,1,75,75115,2,2,0.0,2.0,48.832072,2.280652,12,2,2
10,3,2,0.0,2021,34.0,2.0,1.0,1.0,4,1.0,1.0,1.0,50.0,10,3,1,94,94079,2,1,0.0,6.0,48.826412,2.541612,8,2,1
1,1,1,2.0,2021,45.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,17,8,1,25,25056,2,6,0.0,3.0,47.2488,5.996362,8,2,2
1,1,1,2.0,2021,61.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,23,11,2,72,72334,1,1,1.0,4.0,48.173184,-0.12248,16,4,3
1,1,2,1.0,2021,22.0,2.0,2.0,1.0,7,1.0,2.0,1.0,30.0,28,1,1,38,38185,2,2,1.0,3.0,45.16175,5.71577,16,2,2
1,1,1,2.0,2021,20.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,20,8,1,67,67043,2,1,0.0,3.0,48.61621,7.753367,11,2,2
1,1,2,1.0,2021,31.0,2.0,2.0,1.0,2,1.0,2.0,1.0,90.0,1,2,1,77,77169,1,1,1.0,6.0,48.8255293218,2.6161130363,11,3,2
1,1,1,2.0,2021,31.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,5,4,1,13,13205,2,1,0.0,3.0,43.295557,5.400517,11,2,2
10,3,1,0.0,2021,43.0,5.0,1.0,1.0,4,1.0,1.0,1.0,30.0,17,5,1,42,42095,2,6,0.0,6.0,45.3841491777,4.2858301159,16,2,1
10,3,1,8.0,2021,18.0,2.0,1.0,1.0,3,1.0,1.0,1.0,50.0,6,7,1,93,93031,2,1,0.0,6.0,48.95845,2.32915,7,2,1
1,1,2,2.0,2021,35.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,31,8,1,88,88116,2,3,0.0,3.0,47.954967,6.825134,13,2,2
1,1,1,2.0,2021,47.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,30,5,1,75,75108,2,1,0.0,3.0,48.876196,2.296801,11,2,2
1,1,1,1.0,2021,65.0,2.0,2.0,1.0,3,1.0,2.0,1.0,50.0,15,11,5,92,92002,2,1,1.0,4.0,48.7556099112,2.3058414459,18,4,4
1,1,1,2.0,2021,48.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,13,9,1,80,80164,2,1,0.0,3.0,49.88508,2.35046,12,2,2
10,3,2,8.0,2021,15.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,21,9,1,72,72181,2,1,0.0,6.0,48.00064,0.21172,8,2,1
1,1,1,1.0,2021,40.0,2.0,0.0,1.0,3,2.0,1.0,3.0,90.0,17,6,1,61,61479,1,1,0.0,7.0,48.663176,-0.078385,18,1,1
2,2,2,8.0,2021,15.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,6,4,5,93,93032,2,3,0.0,1.0,48.89551,2.54383,3,3,2
1,1,2,8.0,2021,18.0,1.0,2.0,5.0,4,1.0,1.0,1.0,50.0,27,3,1,75,75113,2,1,0.0,3.0,48.827952,2.34244,15,2,2
2,2,2,1.0,2021,40.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,12,1,80,80021,2,2,0.0,3.0,49.88378,2.28227,14,3,2
2,2,2,1.0,2021,28.0,2.0,0.0,1.0,7,1.0,1.0,3.0,50.0,15,10,5,69,69259,2,1,0.0,6.0,45.71723,4.85516,0,2,1
1,1,2,1.0,2021,28.0,2.0,2.0,1.0,2,3.0,1.0,1.0,90.0,12,5,1,17,17300,1,1,0.0,2.0,46.17228,-1.18388,20,2,2
1,1,1,8.0,2021,53.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,6,1,1,13,13216,2,1,0.0,4.0,43.35839,5.34341,17,3,3
1,1,1,2.0,2021,27.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,1,11,1,13,13210,2,1,0.0,1.0,43.274426019,5.4150206037,16,2,2
1,1,1,2.0,2021,48.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,9,10,5,69,69259,2,1,0.0,6.0,45.69034,4.8669,22,1,1
4,2,2,1.0,2021,8.0,2.0,0.0,1.0,2,2.0,1.0,1.0,70.0,28,9,3,974,97416,1,1,0.0,2.0,-21.34905,55.50259,18,4,2
4,2,1,1.0,2021,22.0,2.0,0.0,1.0,7,2.0,1.0,3.0,80.0,10,4,5,13,13043,1,1,0.0,1.0,43.38537,5.21817,0,4,1
1,1,2,2.0,2021,48.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,19,6,1,92,92036,2,3,0.0,3.0,48.920484735,2.2884391825,11,2,2
1,1,1,1.0,2021,21.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,28,1,1,62,62193,2,1,0.0,5.0,50.94338,1.83835,16,4,4
